대분류,중분류,소분류,기능,설명,작업상태,우선순위,전제조건,인수조건
전략에이전트,메뉴전략,ABC전략,ABC 분류 기반 메뉴 전략,"유지/강화/정리 메뉴군별 전략 설계.",미착수,P0,"ABC 결과","1) 메뉴군별 KPI 포함 2) 단계별 실행안 3) 예상효과 수치화"
전략에이전트,메뉴전략,가격전략,가격 조정안 추천,"원가 변동과 수요탄력 고려한 가격 제안.",미착수,P0,"원가/판매 추이","1) 권장 가격 범위 2) 마진 개선 추정 3) 급격 변경 방지 룰"
전략에이전트,메뉴전략,교차판매,연관 메뉴 추천 전략,"동시구매 패턴 기반 번들/업셀 전략 생성.",미착수,P0,"장바구니 연관 규칙","1) 상위 조합 제시 2) 기대 객단가 상승값 3) POS 버튼 재배치 제안(MVP: 문서 형태)"
전략에이전트,메뉴전략,시간대세트,시간대별 세트 전략,"비피크 시간대 유동적 세트 구성 제안.",미착수,P1,"시간대 수요 데이터","1) 시간대별 제안 2) 할인/혜택 근거 3) 매장별 차등 제시"
전략에이전트,고객전략,리텐션오퍼,이탈고객 복귀 오퍼 설계,"세그먼트별 쿠폰/포인트 오퍼 최적화.",미착수,P0,"세그먼트/발송 제한 정책","1) 대상별 오퍼 차등 2) 예상 복귀율 제공 3) 과발송 방지"
전략에이전트,고객전략,VVIP,VVIP 감사 프로모션 설계,"상위 고객군 전용 오퍼 설계.",미착수,P1,"LTV 상위군 정의","1) 상위군 정확 식별 2) 혜택 비용 추정 3) 캠페인 템플릿 저장"
전략에이전트,고객전략,기념일,기념일 오퍼 자동 전략,"생일/기념일 기반 자동 오퍼 전략 생성.",미착수,P2,"고객 동의/기념일 데이터","1) 일정 기반 예약 2) 개인화 문구 생성 3) 중복 발송 방지"
전략에이전트,프로모션전략,날씨연동,날씨 기반 프로모션 전략,"비/한파/폭염 등 조건별 프로모션 규칙 제안.",미착수,P1,"외부 날씨 데이터","1) 조건-행동 룰 명시 2) 예상효과 제시 3) 실행가능성 검증"
전략에이전트,프로모션전략,이벤트연동,지역 이벤트 연계 전략,"인근 행사 일정과 과거 실적 결합 전략 생성.",미착수,P1,"이벤트 캘린더 데이터","1) 행사 기간 전략 제공 2) 재고/인력 연계 3) 리스크 주의사항"
전략에이전트,프로모션전략,ROI사전검증,실행 전 ROI 시뮬레이션,"프로모션 실행 전 예상 순이익 검증.",미착수,P0,"ROI 시뮬레이터","1) 예상 순이익 표시 2) 민감도 분석 3) 손해 예상 시 경고"
전략에이전트,벤치마크,유사상권,상권별 벤치마크 전략 생성,"유사 상권 상위매장 패턴 기반 개선안 추천.",미착수,P1,"유사도 모델","1) 비교 근거 포함 2) 이식 가능 항목 구분 3) 우선순위 제시"
실행에이전트,캠페인실행,발송실행,쿠폰/포인트 발송 실행,"승인된 전략을 실행 API로 전달.",미착수,P0,"발송 API/승인 상태","1) 승인 건만 실행 2) 실패 자동 재시도 3) 결과 로그"
실행에이전트,캠페인실행,대상검증,발송 대상 유효성 검증,"수신동의/쿨다운/중복 대상 체크.",미착수,P0,"개인정보 동의 상태","1) 위반 대상 자동 제외 2) 제외 사유 반환 3) 수량 일치"
실행에이전트,POS실행,시뮬레이션결과,POS 변경 시뮬레이션 결과 문서 생성 (MVP),"MVP에서 POS 직접 실행 대신 시뮬레이션 결과를 구조화된 문서로 생성한다.",미착수,P0,"시뮬레이션 결과","1) 변경 전후 비교표 생성 2) 수동 적용 가이드 포함 3) 이력 저장"
실행에이전트,POS실행,변경적용,POS 설정 변경 실행 (Phase 2),"승인된 POS 변경안을 예약 적용. Phase 2 구현.",미착수,P2,"POS 커넥터 연동/Phase 2","1) 정시 적용 2) 적용 실패 재시도 3) 롤백 명령 제공"
실행에이전트,워크플로우,오케스트레이션,분석→전략→실행 연쇄 처리,"단계별 산출물을 다음 단계 입력으로 연결.",미착수,P0,"워크플로우 엔진","1) 단계 의존성 보장 2) 실패 시 중단 3) 재개 지원"
실행에이전트,워크플로우,승인개입,사람승인 단계 삽입,"위험 액션은 자동 승인 요청 단계 추가.",미착수,P0,"승인 정책 설정","1) 고위험 자동 차단 2) 승인자 지정 3) SLA 타이머"
OCR에이전트,문서이해,전처리,공지 이미지 품질 개선,"회전/노이즈/밝기 보정 후 OCR 입력 생성.",미착수,P1,"이미지 처리 모듈","1) 품질 점수 향상 2) 실패시 원본 보존 3) 처리 로그 저장"
OCR에이전트,문서이해,텍스트추출,공지 텍스트 추출,"이미지에서 구조화된 텍스트 블록 추출.",미착수,P0,"OCR 모델 배포","1) 인식률 기준 충족 2) 줄바꿈/문단 보존 3) 재처리 가능"
OCR에이전트,문서이해,요약,핵심 요약 생성,"긴 공지를 운영 관점 핵심으로 요약.",미착수,P0,"요약 프롬프트","1) 핵심 일정 누락 없음 2) 5문장 이내 요약 3) 신뢰도 표기"
OCR에이전트,문서이해,체크리스트,필수 이행 항목 추출,"공지에서 실행해야 할 항목을 구조화.",미착수,P0,"규칙 기반 추출기","1) 항목/기한/담당자 필드 2) 누락 경고 3) 점주 UI 연계"
리포트에이전트,점주브리핑,요약생성,일간 브리핑 자동 생성,"전일 실적/오늘 예측/필수 공지 요약.",미착수,P1,"데이터 최신화","1) 지정시간 생성 2) 핵심 3~5포인트 3) 점주 이해 가능한 문장"
리포트에이전트,점주브리핑,TTS,음성 브리핑 생성,"텍스트 브리핑을 음성으로 변환.",미착수,P2,"TTS 엔진 연동","1) 음성 재생 오류 없음 2) 길이 제한 준수 3) 발화 품질 검증"
리포트에이전트,SV브리핑,구역요약,SV 구역 모닝 브리핑 생성,"담당 매장 전체 전일 실적 요약과 오늘 주요 리스크를 경영 언어로 요약한다.",미착수,P1,"SV 집계 데이터","1) 지정 시간 생성 2) 매장별 핵심 이슈 목록 포함 3) SV가 이해 가능한 문장"
리포트에이전트,SV브리핑,방문리포트,매장 방문 준비 리포트 생성,"방문 매장의 주요 이슈·핵심 지표·코칭 포인트·대화 주제를 AI가 구조화해 생성한다.",미착수,P1,"분석 결과 집계","1) 이슈 우선순위 제시 2) 코칭 질문 목록 3) 점주와의 대화 주제 추천"
리포트에이전트,본사리포트,주간요약,본사용 주간 요약 생성,"매장군 비교, 리스크, ROI를 요약 보고.",미착수,P1,"본사 템플릿","1) 섹션 누락 없음 2) 수치 정합성 3) 다운로드 지원"
리포트에이전트,효과검증,사후평가,프로모션 사후 평가 생성,"실행 결과 대비 목표 달성률 평가.",미착수,P0,"실행 로그/성과 지표","1) 목표대비 달성률 계산 2) 실패 원인 제시 3) 다음 액션 추천"
리포트에이전트,설명가능성,근거패키지,보고서 근거 패키징,"보고서 내 주장별 근거 데이터 첨부. Raw 업로드 소스(파일명/업로드 일시) 포함.",미착수,P1,"evidence 링크 구성","1) 주장-근거 매핑 2) 업로드 소스 추적 3) 검증 감사 가능"
